"FT","username","relative_path","tile","correct"
"users/afgfra01/dggrid_SEAsia_3","afgfra01/","dggrid_","SEAsia_3","correct_SEA"
"users/afgfra01/dggrid_SEAsia_4","afgfra01/","dggrid_","SEAsia_4","correct_SEA"
"users/afgfra01/dggrid_SEAsia_5","afgfra01/","dggrid_","SEAsia_5","correct_SEA"
"users/afgfra01/dggrid_SEAsia_6","afgfra01/","dggrid_","SEAsia_6","correct_SEA"
"users/afgfra01/dggrid_SEAsia_7","afgfra01/","dggrid_","SEAsia_7","correct_SEA"
"users/afgfra01/dggrid_SEAsia_8","afgfra01/","dggrid_","SEAsia_8","correct_SEA"
"users/afgfra01/dggrid_SEAsia_9","afgfra01/","dggrid_","SEAsia_9","correct_SEA"
"users/afgfra01/dggrid_SEAsia_10","afgfra01/","dggrid_","SEAsia_10","correct_SEA"
"users/afgfra01/dggrid_SEAsia_11","afgfra01/","dggrid_","SEAsia_11","correct_SEA"
"users/afgfra01/dggrid_SEAsia_12","afgfra01/","dggrid_","SEAsia_12","correct_SEA"
"users/afgfra01/dggrid_SEAsia_13","afgfra01/","dggrid_","SEAsia_13","correct_SEA"
"users/afgfra01/dggrid_SEAsia_14","afgfra01/","dggrid_","SEAsia_14","correct_SEA"
"users/afgfra01/dggrid_SEAsia_15","afgfra01/","dggrid_","SEAsia_15","correct_SEA"
"users/afgfra01/dggrid_SEAsia_16","afgfra01/","dggrid_","SEAsia_16","correct_SEA"
"users/afgfra01/dggrid_SEAsia_17","afgfra01/","dggrid_","SEAsia_17","correct_SEA"
"users/afgfra01/dggrid_SEAsia_18","afgfra01/","dggrid_","SEAsia_18","correct_SEA"
"users/afgfra01/dggrid_SEAsia_19","afgfra01/","dggrid_","SEAsia_19","correct_SEA"
"users/afgfra01/dggrid_SEAsia_20","afgfra01/","dggrid_","SEAsia_20","correct_SEA"
"users/afgfra01/dggrid_SEAsia_21","afgfra01/","dggrid_","SEAsia_21","correct_SEA"
"users/afgfra01/dggrid_SEAsia_22","afgfra01/","dggrid_","SEAsia_22","correct_SEA"
"users/afgfra01/dggrid_SEAsia_23","afgfra01/","dggrid_","SEAsia_23","correct_SEA"
"users/afgfra01/dggrid_SEAsia_24","afgfra01/","dggrid_","SEAsia_24","correct_SEA"
"users/afgfra01/dggrid_SEAsia_25","afgfra01/","dggrid_","SEAsia_25","correct_SEA"
"users/afgfra01/dggrid_SEAsia_26","afgfra01/","dggrid_","SEAsia_26","correct_SEA"
"users/afgfra01/dggrid_SEAsia_27","afgfra01/","dggrid_","SEAsia_27","correct_SEA"
"users/afgfra01/dggrid_SEAsia_28","afgfra01/","dggrid_","SEAsia_28","correct_SEA"
"users/afgfra01/dggrid_SEAsia_29","afgfra01/","dggrid_","SEAsia_29","correct_SEA"
"users/afgfra01/dggrid_SEAsia_30","afgfra01/","dggrid_","SEAsia_30","correct_SEA"
"users/afgfra01/dggrid_SEAsia_31","afgfra01/","dggrid_","SEAsia_31","correct_SEA"
"users/afgfra01/dggrid_SEAsia_32","afgfra01/","dggrid_","SEAsia_32","correct_SEA"
